ZIP,LAT,LNG
27569,35.429065,-78.182749
27571,35.91949,-78.45803599999999
27572,36.255106,-78.877494
27573,36.396597,-78.976099
27574,36.478361,-78.86491099999999
27576,35.577524,-78.26131099999999
27577,35.489638,-78.332894
27581,36.199608000000005,-78.728985
27582,36.467324,-78.576588
27583,36.292958,-78.935362
27587,35.986719,-78.554351
27589,36.322540999999994,-78.133484
27591,35.78417,-78.388983
27592,35.557356,-78.67224499999999
27596,35.999902,-78.435089
27597,35.841015000000006,-78.30268000000001
27601,35.773632,-78.634457
27603,35.664418,-78.652751
27604,35.822789,-78.56164799999999
27605,35.790609,-78.65459399999999
27606,35.742323,-78.715478
27607,35.813106,-78.721175
27608,35.809046,-78.647228
27609,35.843765000000005,-78.633643
27610,35.7444,-78.546278
27612,35.855753,-78.707038
27613,35.926102,-78.711414
27614,35.945927000000005,-78.61949200000001
27615,35.8985,-78.635485
27616,35.866734,-78.541216
27617,35.907875,-78.77296
27701,35.99924,-78.897944
27703,35.959253000000004,-78.806827
27704,36.042446000000005,-78.828771
27705,36.022135999999996,-78.975659
27707,35.954525,-78.953317
27709,35.924393,-78.832764
27712,36.095476,-78.904083
27713,35.89504,-78.92374699999999
27801,35.913445,-77.7257
27803,35.903051,-77.856172
27804,35.989146000000005,-77.842675
27805,36.207741,-77.084248
27806,35.304999,-76.756067
27807,35.804514000000005,-78.095537
27808,35.467089,-76.759752
27809,36.016777000000005,-77.741619
27810,35.531731,-76.52550600000001
27812,35.815619,-77.36924
27813,35.634699,-77.937717
27814,35.398663,-76.918808
27816,36.108992,-78.070319
27817,35.447982,-77.072002
27818,36.499725,-77.018505
27819,35.815994,-77.454941
27820,36.421515,-77.241567
27821,35.322066,-76.874087
27822,35.807012,-77.840457
27823,36.209653,-77.71373299999999
27824,35.513209,-76.037172
27825,35.832803999999996,-77.174424
27826,35.595458,-76.206221
27827,35.696636,-77.513239
27828,35.585152,-77.57719399999999
27829,35.683966,-77.626467
27830,35.564168,-77.95030899999999
27831,36.463087,-77.570553
27832,36.519809,-77.740128
27834,35.657296,-77.379187
27837,35.513865,-77.2046
27839,36.284912,-77.55688
27840,35.982689,-77.21459899999999
27841,35.908501,-77.276319
27842,36.526749,-77.851988
27843,35.99556,-77.39999
27844,36.249497,-77.943156
27845,36.371266999999996,-77.43999000000001
27846,35.758568,-76.897527
27847,36.183169,-77.19466800000001
27849,36.077306,-77.215025
27850,36.412391,-77.880191
27851,35.640083000000004,-78.03067800000001
27852,35.750459,-77.636931
27853,36.50858,-77.28562600000001
27855,36.415601,-77.069301
27856,36.01368,-77.980574
27857,35.972792999999996,-77.286253
27858,35.53175,-77.283888
27860,35.650061,-76.676197
27861,35.814846,-77.320207
27862,36.490175,-77.188291
27863,35.488144,-77.97173000000001
27864,35.807034,-77.651372
27865,35.656239,-76.851605
27866,36.519869,-77.514565
27869,36.267105,-77.31343299999999
27870,36.418933,-77.71576
27871,35.802069,-77.260565
27872,36.192755,-77.253865
27873,35.653591999999996,-77.77523199999999
27874,36.130108,-77.393225
27875,35.455706,-76.504667
27876,36.471995,-77.39133199999999
27878,35.86688,-77.834929
27879,35.574391,-77.279486
27880,35.730736,-78.080589
27881,35.978414,-77.436573
27882,35.941655,-78.11559799999999
27883,35.600536,-77.803696
27884,35.703520000000005,-77.266635
27885,35.386414,-76.28585600000001
27886,35.904533,-77.511658
27888,35.589277,-77.71595
27889,35.582322,-77.012337
27890,36.41418,-77.587745
27891,36.097735,-77.742789
27892,35.812319,-77.05163
27893,35.688947999999996,-77.896676
27896,35.790766,-77.976733
27897,36.324988,-77.210701
27909,36.288605,-76.268734
27910,36.290065999999996,-76.993185
27915,35.33695,-75.517266
27916,36.322012,-75.915131
27917,36.355145,-75.99748100000001
27919,36.308171,-76.504283
27920,35.259518,-75.553269
27921,36.352062,-76.187929
27922,36.316755,-76.84221
27923,36.396245,-75.931116
27924,36.168447,-76.832521
27925,35.856141,-76.193837
27926,36.505115,-76.604925
27927,36.341347999999996,-75.852576
27928,35.824539,-76.43865600000001
27929,36.433134,-75.988221
27932,36.100786,-76.610814
27935,36.431079,-76.868092
27936,35.239422999999995,-75.564581
27937,36.504334,-76.780733
27938,36.384296,-76.716
27939,36.238431,-75.84308399999999
27941,36.102528,-75.816896
27942,36.297368,-76.750654
27943,35.224432,-75.678903
27944,36.173431,-76.42126400000001
27946,36.363434999999996,-76.601536
27947,36.216959,-75.89157800000001
27948,36.019228999999996,-75.692172
27949,36.108909000000004,-75.760514
27950,36.509694,-75.996382
27953,35.779984999999996,-75.881366
27954,35.910154,-75.67778100000001
27956,36.401576,-76.000725
27957,36.066297,-76.759059
27958,36.484297999999995,-76.13835
27959,35.886943,-75.606402
27960,35.073231,-75.998527
27962,35.790464,-76.744743
27964,36.083046,-75.806214
27965,36.292401,-75.93087299999999
27966,36.149743,-75.802262
27967,36.229468,-76.904956
27968,35.732418,-75.509908
27970,35.83914,-76.65040400000001
27972,35.552458,-75.471299
27973,36.371209,-76.055514
27974,36.243021999999996,-75.98950500000001
27976,36.487866,-76.350687
27978,35.727405,-75.73987199999999
27979,36.436768,-76.56067900000001
27980,36.245324,-76.619385
27981,35.852855,-75.637424
27982,35.565234999999994,-75.4661
27983,35.970459999999996,-76.921871
27985,36.211603000000004,-76.45667399999999
27986,36.389005,-76.918212
28001,35.338552,-80.208179
28006,35.410444,-81.092252
28007,35.10459,-80.109911
28009,35.407846,-80.10719499999999
28012,35.211504,-81.037865
28016,35.314932,-81.283292
28017,35.247082,-81.670682
28018,35.485727000000004,-81.790396
28019,35.276702,-81.787707
28020,35.525046,-81.641413
28021,35.400774,-81.403346
28023,35.567714,-80.60225799999999
28025,35.382677,-80.52346700000001
28027,35.406991,-80.685957
28031,35.472097,-80.900358
28032,35.233033,-81.079513
28033,35.419270000000004,-81.328253
28034,35.353664,-81.178943
28036,35.480546999999994,-80.792539
28037,35.495708,-81.018394
28039,35.678835,-80.437427
28040,35.389195,-81.758135
28043,35.306241,-81.8726
28052,35.214656,-81.233227
28054,35.262879,-81.149075
28056,35.216936,-81.125003
28071,35.51763,-80.316291
28072,35.61407,-80.445205
28073,35.198574,-81.48378100000001
28075,35.302748,-80.639937
28076,35.259155,-81.788612
28077,35.404802000000004,-81.20277
28078,35.405286,-80.86402
28079,35.114709999999995,-80.60042299999999
28080,35.456746,-81.105685
28081,35.502815999999996,-80.67017299999999
28083,35.489602000000005,-80.580668
28086,35.244245,-81.377832
28088,35.544276,-80.614646
28089,35.318233,-81.65957399999999
28090,35.454659,-81.559555
28091,34.987392,-79.933002
28092,35.485761,-81.25455799999999
28097,35.296714,-80.393052
28098,35.271135,-81.100787
28101,35.258099,-81.078063
28102,34.818432,-79.97226500000001
28103,34.998933,-80.351309
28104,35.060567999999996,-80.692836
28105,35.115565999999994,-80.713926
28107,35.252964,-80.518034
28108,34.934781,-80.68118299999999
28109,35.496966,-80.28853000000001
28110,35.066044,-80.509089
28112,34.889925,-80.549548
28114,35.230441,-81.747702
28115,35.58591,-80.772464
28117,35.565695,-80.898335
28119,34.851078,-80.01698499999999
28120,35.328685,-81.026385
28124,35.399738,-80.408631
28125,35.659025,-80.698613
28127,35.474303000000006,-80.19058100000001
28128,35.210696,-80.154523
28129,35.231663,-80.327162
28133,34.844926,-80.265681
28134,35.087361,-80.89614
28135,35.029759999999996,-80.217276
28137,35.563109000000004,-80.236391
28138,35.514441,-80.437354
28139,35.348363,-81.994737
28144,35.706685,-80.464788
28146,35.619243,-80.393345
28147,35.681059999999995,-80.56301500000001
28150,35.342703,-81.57624799999999
28152,35.24272,-81.599412
28159,35.694752,-80.431873
28160,35.361006,-81.922332
28163,35.207494,-80.428517
28164,35.389444,-81.03713499999999
28166,35.680343,-80.868179
28167,35.506751,-81.967285
28168,35.55236,-81.425071
28169,35.358470000000004,-81.429395
28170,34.998714,-80.09878499999999
28173,34.916154999999996,-80.731415
28174,34.969035,-80.43958
28202,35.227271,-80.84419399999999
28203,35.208185,-80.859107
28204,35.214620000000004,-80.827014
28205,35.218790999999996,-80.789601
28206,35.256127,-80.820999
28207,35.194148,-80.824585
28208,35.230466,-80.90724300000001
28209,35.178714,-80.853985
28210,35.130509,-80.856685
28211,35.166342,-80.797285
28212,35.187703000000006,-80.744556
28213,35.285986,-80.734388
28214,35.275252,-80.968144
28215,35.244979,-80.693471
28216,35.312103,-80.888711
28217,35.168896000000004,-80.90828499999999
28226,35.102697,-80.822129
28227,35.189567,-80.64540799999999
28244,35.224605,-80.843094
28262,35.322061,-80.739981
28269,35.337313,-80.803472
28270,35.112079,-80.764415
28273,35.127358,-80.946846
28277,35.052875,-80.817552
28278,35.133432,-81.009357
28280,35.226332,-80.843091
28282,35.224815,-80.845277
28301,35.0748,-78.88425699999999
28303,35.085644,-78.959363
28304,35.025528,-78.989604
28305,35.052609000000004,-78.90724399999999
28306,34.958495,-78.89684799999999
28307,35.138559,-78.981887
28308,35.17155,-79.017085
28310,35.163471,-79.037914
28311,35.167792,-78.887741
28312,34.947752,-78.73813299999999
28314,35.052985,-79.029453
28315,35.117305,-79.43153199999999
28318,35.019873,-78.613574
28320,34.558122,-78.772715
28323,35.314791,-78.834376
28325,35.153921999999994,-78.104138
28326,35.269047,-79.154689
28327,35.354616,-79.416494
28328,35.003503,-78.337924
28330,34.909596,-79.82198000000001
28332,34.659048999999996,-78.737911
28333,35.286131,-78.01737299999999
28334,35.272208,-78.568104
28337,34.657047,-78.561559
28338,35.107513,-79.759641
28339,35.31054,-78.732747
28340,34.471354,-79.134422
28341,35.119876,-78.174437
28342,35.191183,-78.651262
28343,34.757362,-79.564875
28344,35.160499,-78.624575
28345,34.870289,-79.66572099999999
28347,35.062265999999994,-79.631662
28348,34.914974,-78.92702
28349,34.981159000000005,-77.927059
28350,35.243159000000006,-79.314018
28351,34.84827,-79.563854
28352,34.767842,-79.45173
28356,35.23702,-78.790396
28357,34.901888,-79.082766
28358,34.607857,-78.934772
28360,34.670328000000005,-79.07494
28363,34.960782,-79.554662
28364,34.707928,-79.322676
28365,35.172565000000006,-78.052357
28366,35.230228000000004,-78.362014
28367,35.172737,-79.725255
28369,34.423373,-79.029416
28371,34.903171,-78.97957
28372,34.696872,-79.17761999999999
28373,35.09347,-79.485597
28374,35.197454,-79.462959
28375,34.475744,-79.03855300000001
28376,34.992407,-79.242642
28377,34.826879,-79.21324200000001
28379,34.930279,-79.778633
28382,34.971308,-78.517725
28383,34.576974,-79.26269599999999
28384,34.796937,-78.961001
28385,35.050008,-78.47723
28386,34.853619,-79.129616
28387,35.179251,-79.376489
28390,35.219487,-78.955973
28391,35.021629,-78.698798
28392,34.735329,-78.800956
28393,34.981087,-78.18948
28394,35.21745,-79.241539
28395,35.138511,-78.741362
28396,34.914162,-79.397482
28398,34.989776,-78.064151
28399,34.784523,-78.709012
28401,34.272145,-77.962018
28403,34.221692,-77.88063299999999
28405,34.263182,-77.86638
28409,34.155120000000004,-77.862161
28411,34.301809000000006,-77.793089
28412,34.143755999999996,-77.928152
28420,34.073677,-78.48385
28421,34.505123,-78.167047
28422,34.02637,-78.189312
28423,34.308657000000004,-78.39335
28424,34.290287,-78.69968100000001
28425,34.562055,-77.896281
28428,34.046841,-77.90965899999999
28429,34.341211,-77.900216
28430,34.303437,-78.945367
28431,34.314321,-78.83950300000001
28432,34.168033,-78.758709
28433,34.488504999999996,-78.61667299999999
28434,34.468325,-78.465485
28435,34.405955,-78.109229
28436,34.275102000000004,-78.26721500000001
28438,34.409483,-78.91884399999999
28439,34.286815999999995,-79.00138199999999
28441,34.811462,-78.427414
28442,34.282924,-78.613428
28443,34.445036,-77.675712
28444,34.688305,-78.319958
28445,34.483968,-77.556317
28447,34.622296999999996,-78.277327
28448,34.520158,-78.363175
28449,33.978811,-77.933743
28450,34.324418,-78.515265
28451,34.229818,-78.089383
28452,33.991603000000005,-78.54956999999999
28453,34.886439,-78.076256
28454,34.678126,-77.650871
28455,34.111657,-78.631796
28456,34.374973,-78.287201
28457,34.449597999999995,-77.886638
28458,34.814777,-78.09079
28460,34.541298,-77.418235
28461,33.967319,-78.05874399999999
28462,34.026491,-78.289661
28463,34.109764,-78.776463
28464,34.78224,-78.021091
28465,33.912317,-78.102548
28466,34.741253,-77.875651
28467,33.917987,-78.591953
28468,33.89965,-78.51920799999999
28469,33.926428,-78.46682
28470,33.964184,-78.403547
28472,34.29905,-78.691171
28478,34.64284,-78.042039
28479,34.100688,-78.016511
28480,34.225734,-77.79733399999999
28501,35.242318,-77.514151
28504,35.224563,-77.63486800000001
28508,35.099668,-77.824788
28510,34.987612,-76.804461
28511,34.901115999999995,-76.345763
28512,34.712152,-76.79341600000001
28513,35.441502,-77.388857
28515,35.184067999999996,-76.699387
28516,34.905126,-76.55283399999999
28518,34.894822999999995,-77.747493
28519,35.119725,-77.026974
28520,34.994209999999995,-76.323307
28521,34.817902000000004,-77.736618
28523,35.211357,-77.284601
28524,34.790939,-76.468564
28525,35.132290999999995,-77.686672
28526,35.261232,-77.371934
28527,35.259463000000004,-77.03044399999999
28528,34.732058,-76.538662
28529,35.070527,-76.85476
28530,35.374767999999996,-77.415297
28531,34.69804,-76.555565
28532,34.896013,-76.890788
28533,34.902869,-76.901473
28537,35.237681,-76.525812
28538,35.416645,-77.565077
28539,34.694142,-77.203064
28540,34.754982,-77.503794
28543,34.736059000000004,-77.375621
28544,34.718090000000004,-77.308669
28546,34.799155999999996,-77.356165
28547,34.669025,-77.36697
28551,35.321323,-77.780856
28552,35.303795,-76.555801
28553,34.7296,-76.512376
28554,35.478481,-77.586122
28555,34.863364000000004,-77.22186500000001
28556,35.114002,-76.62558299999999
28557,34.73896,-76.74923199999999
28560,35.126708,-76.977604
28562,35.081631,-77.12689300000001
28570,34.781487,-76.857497
28571,35.070772999999996,-76.68924
28572,35.027895,-77.736417
28573,34.98507,-77.148842
28574,34.878931,-77.589588
28575,34.707959,-76.88356800000001
28577,34.864837,-76.373188
28578,35.196952,-77.856972
28579,34.759099,-76.51029399999999
28580,35.453274,-77.679538
28581,34.844258,-76.435553
28582,34.748284000000005,-77.150458
28583,35.138756,-76.74154300000001
28584,34.736767,-77.077619
28585,35.076923,-77.412405
28586,35.313558,-77.167497
28587,35.19273,-76.661661
28589,34.812858,-76.50505799999999
28590,35.520683,-77.416661
28594,34.689904,-76.969688
28601,35.772393,-81.32665899999999
28602,35.669886,-81.389208
28604,36.180279999999996,-81.859151
28605,36.129632,-81.694929
28606,36.053487,-81.322174
28607,36.218005,-81.652138
28609,35.671692,-81.055604
28610,35.730323999999996,-81.135305
28611,36.010954999999996,-81.735254
28612,35.650391,-81.53756
28613,35.737687,-81.20768100000001
28615,36.45868,-81.660618
28616,36.023071,-81.920191
28617,36.480702,-81.361979
28618,36.208166,-81.516769
28619,35.758603,-81.602494
28621,36.27565,-80.914624
28622,36.192676,-81.947333
28623,36.534512,-80.971492
28624,36.128356,-81.411775
28625,35.869566999999996,-80.88964
28626,36.292577,-81.51763199999999
28627,36.455555,-81.004437
28628,35.726329,-81.785107
28629,36.340426,-81.36444
28630,35.831976,-81.420172
28631,36.547476,-81.41035600000001
28634,35.972801000000004,-80.757173
28635,36.305463,-81.12604499999999
28636,35.939426,-81.06343299999999
28637,35.718005,-81.419361
28638,35.845093,-81.477938
28640,36.404872999999995,-81.399397
28642,36.218398,-80.820312
28643,36.529059000000004,-81.540879
28644,36.426218,-81.277969
28645,35.978845,-81.547834
28646,36.07333,-81.847093
28647,35.938084,-81.972993
28649,36.33599,-81.212069
28650,35.571426,-81.15839
28651,36.306214000000004,-81.30878299999999
28652,36.100032,-81.98716999999999
28654,36.058513,-81.159309
28655,35.763265999999994,-81.749862
28657,36.021993,-81.942425
28658,35.637619,-81.235843
28659,36.215959000000005,-81.148169
28660,35.968615,-80.856248
28662,36.021516,-81.899121
28663,36.53203,-81.30940799999999
28665,36.209834,-81.375474
28666,35.725271,-81.470662
28667,35.771453,-81.426154
28668,36.407053999999995,-80.99048499999999
28669,36.223445,-80.989818
28670,36.194308,-80.912494
28671,35.75267,-81.527898
28672,36.483387,-81.326621
28673,35.617717,-80.998758
28675,36.503161,-81.13503
28676,36.33186,-80.85534
28677,35.738099,-80.926089
28678,35.821719,-81.06084399999999
28679,36.261210999999996,-81.828379
28681,35.922678000000005,-81.223058
28682,35.588255,-80.965153
28683,36.390439,-80.911007
28684,36.334824,-81.608201
28685,36.360792,-81.059832
28689,36.036555,-80.940896
28690,35.732735,-81.57423
28692,36.267538,-81.808495
28693,36.471773,-81.559009
28694,36.366337,-81.468016
28697,36.134008,-81.16572099999999
28698,36.340894,-81.736245
28701,35.705098,-82.63646700000001
28702,35.405602,-83.605242
28704,35.457584000000004,-82.580359
28705,36.032692,-82.156238
28707,35.39733,-83.065872
28708,35.271316,-82.86261999999999
28709,35.771599,-82.38183199999999
28711,35.605271,-82.291854
28712,35.173309,-82.77082800000001
28713,35.373495,-83.495989
28714,35.889455,-82.304119
28715,35.511965999999994,-82.711701
28716,35.439331,-82.847944
28717,35.049462,-83.093365
28718,35.159172,-82.634935
28719,35.517887,-83.334159
28720,35.450753999999996,-82.253654
28721,35.66267,-82.958496
28722,35.208461,-82.061011
28723,35.314207,-83.026128
28725,35.366645,-83.255082
28726,35.280999,-82.416555
28729,35.320507,-82.60037700000001
28730,35.517421,-82.37804200000001
28731,35.288036,-82.394669
28732,35.451829,-82.445701
28733,35.429103999999995,-83.815738
28734,35.189081,-83.41226
28735,35.475901,-82.35048
28736,35.175658,-83.086467
28739,35.256111,-82.54370899999999
28740,36.091215999999996,-82.272966
28741,35.055919,-83.211171
28742,35.382641,-82.650687
28743,35.80036,-82.88114499999999
28745,35.525282000000004,-82.97204599999999
28746,35.477196,-82.161705
28747,35.155183,-82.922658
28748,35.649563,-82.757717
28749,35.840722,-82.098559
28751,35.50502,-83.120689
28752,35.709599,-82.035573
28753,35.864078000000006,-82.712731
28754,35.875581,-82.515681
28756,35.351924,-82.186268
28757,35.649746,-82.30856700000001
28759,35.381446000000004,-82.58859
28761,35.68533,-81.91054
28762,35.62679,-82.231583
28763,35.028572,-83.466615
28766,35.251041,-82.619825
28768,35.324202,-82.706749
28771,35.34702,-83.842814
28772,35.116966,-82.827217
28773,35.265444,-82.3097
28774,35.093445,-82.994858
28775,35.021332,-83.321833
28777,35.904431,-82.068534
28778,35.628881,-82.405472
28779,35.357002,-83.21593299999999
28781,35.224056,-83.635479
28782,35.233959999999996,-82.147409
28783,35.262142,-83.010414
28785,35.653307,-83.139769
28786,35.462005,-82.989068
28787,35.741251,-82.515578
28789,35.407057,-83.316777
28790,35.20049,-82.524773
28791,35.356103999999995,-82.50818100000001
28792,35.383008000000004,-82.369906
28801,35.594348,-82.557917
28803,35.531707,-82.52301700000001
28804,35.648441999999996,-82.563811
28805,35.633753999999996,-82.48318
28806,35.571971000000005,-82.614729
28901,35.198079,-83.810349
28902,35.022285,-83.959171
28904,35.06863,-83.733593
28905,35.163946,-83.940087
28906,35.100136,-84.138594
28909,35.001661,-83.90477299999999
29001,33.786644,-80.174065
29003,33.241221,-81.023815
29006,33.869101,-81.551078
29009,34.4553,-80.376154
29010,34.223091,-80.27265
29014,34.523382,-81.114513
29015,34.437442,-81.330125
29016,34.20251,-80.997
29018,33.348797,-80.639176
29020,34.314345,-80.573719
29030,33.576312,-80.647573
29031,34.548096,-81.492609
29032,34.345114,-80.445025
29033,33.956189,-81.057488
29036,34.134004,-81.33991400000001
29037,34.189935,-81.867694
29038,33.372643,-80.98150600000001
29039,33.422422,-80.915021
29040,34.068795,-80.440478
29042,33.297671,-81.158698
29044,33.925709999999995,-80.695204
29045,34.185012,-80.806315
29046,34.102331,-80.153633
29047,33.532723,-80.585802
29048,33.390561,-80.295284
29051,33.861626,-80.12782800000001
29052,33.79831,-80.74129599999999
29053,33.827544,-81.090963
29054,33.941953000000005,-81.383081
29055,34.574244,-80.914866
29056,33.608638,-80.005987
29058,34.554283,-80.749684
29059,33.33003,-80.418508
29061,33.897493,-80.850604
29062,34.004286,-80.605521
29063,34.142131,-81.206184
29065,34.285140000000006,-81.296583
29067,34.544166,-80.537094
29069,34.180119,-80.09464399999999
29070,33.916667,-81.44923299999999
29072,34.001778,-81.27241
29073,33.888739,-81.238803
29074,34.441127,-80.818402
29075,34.218134,-81.299071
29078,34.182184,-80.708825
29079,34.286516999999996,-80.11371700000001
29080,34.012164,-80.085577
29081,33.089079999999996,-81.047373
29082,33.038215,-80.939141
29101,34.460212,-80.24719499999999
29102,33.641983,-80.18848100000001
29104,34.001026,-80.213437
29105,33.806395,-81.593579
29107,33.529824,-81.12433100000001
29108,34.305524,-81.627342
29111,33.789038,-80.00636899999999
29112,33.625345,-81.081592
29113,33.432453,-81.135322
29114,33.954301,-79.93227900000001
29115,33.477385999999996,-80.849144
29117,33.498262,-80.848831
29118,33.569394,-80.88855799999999
29122,34.238809,-81.328334
29123,33.764652000000005,-81.271451
29125,33.702759,-80.462307
29126,34.328933,-81.41948199999999
29127,34.153252,-81.512463
29128,34.095053,-80.526184
29129,33.789287,-81.672715
29130,34.331608,-80.88041199999999
29133,33.358911,-80.803127
29135,33.701219,-80.757171
29137,33.596191,-81.321416
29138,34.042392,-81.776152
29142,33.463477000000005,-80.524523
29145,34.228719,-81.766201
29146,33.508249,-81.295412
29147,34.091766,-80.966488
29148,33.534197999999996,-80.337458
29150,33.874774,-80.354069
29152,33.972291999999996,-80.465816
29153,33.959249,-80.308378
29154,33.879261,-80.44041800000001
29160,33.746888,-81.035516
29161,34.10365,-79.943426
29162,33.885889,-80.01401899999999
29163,33.429587,-80.439904
29164,33.662168,-81.416471
29166,33.901807,-81.705732
29168,33.848449,-80.540767
29169,33.997527000000005,-81.097406
29170,33.937674,-81.147203
29172,33.912417,-81.076978
29175,34.443849,-80.59835600000001
29178,34.493359000000005,-81.606734
29180,34.366465000000005,-81.093684
29201,33.982484,-81.028098
29202,33.993558,-81.031002
29203,34.101723,-81.042085
29204,34.029148,-81.002526
29205,33.990057,-80.997249
29206,34.026415,-80.958995
29207,34.042446999999996,-80.845986
29208,33.998133,-81.028152
29209,33.926751,-80.95036400000001
29210,34.046162,-81.10658000000001
29212,34.076232,-81.198752
29223,34.092634000000004,-80.919271
29225,33.996177,-81.025028
29229,34.139526000000004,-80.888209
29301,34.934028000000005,-82.010697
29302,34.884446000000004,-81.8436
29303,34.995627,-81.9604
29306,34.892633000000004,-81.921504
29307,34.982715999999996,-81.83155500000001
29316,35.043045,-81.975107
29320,34.958401,-81.99367600000001
